MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,HUCEightDigitCode,StateCode,region,huc2
NJDEP_AMERICORPS-WA0765,West Creek above Rt 550,River/Stream,39.259825,-74.911759,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA0766,Savages Run,River/Stream,39.24211,-74.876227,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA0766A,Savages Run near Sunset Rd,River/Stream,39.2457,-74.8695,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA080114C,West Branch Shabakunk Creek Trib John Watson Park,River/Stream,40.27422,-74.79762,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA080288BB,Hohokus Brook at Glen Rock,River/Stream,40.96109,-74.10622,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA080619C,Maple Run at Fire Road,River/Stream,39.38364,-74.57281,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA08206F,Musquapsink Brook at Hillside Ave,River/Stream,41.00577,-74.06466,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA08767A,Dennis Creek Trib 1 @ Route 557,River/Stream,39.219064,-74.836907,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09006,Big Flat Brook at County Road 560,River/Stream,41.2,-74.815,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA090124G,Lahaway Creek at Emiley's Hill Road,River/Stream,40.13021,-74.47015,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA090132B,Blacks Creek Tributary at Chesterfield Jacobstown Rd,River/Stream,40.10139,-74.61555,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA090489b,Manasquan River at Georgia Rd,River/Stream,40.211389,-74.292778,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09 214,Indian Grove Brook at Hardscabble Road,River/Stream,40.74074,-74.55202,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09233,Whippany River at Patriot's Path,River/Stream,40.789611,-74.54616,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09 233,Whippany River at Patriot's Path,River/Stream,40.789611,-74.54616,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09277B,Goffle Brook,River/Stream,40.96045,-74.16066,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09297B,Wallkill River at Mohawk Avenue School,River/Stream,41.03559,-74.64101,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09297C,Glen Brook at end of Sparta Glen Park,River/Stream,41.03778,-74.61278,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09297E,Station Road Park,River/Stream,41.04735,-74.6267,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09309AA,Clove Brook at Glen Brook Inn,River/Stream,41.2625,-74.63389,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09309B1,Clove Brook at Brookside Park,River/Stream,41.2028,-74.6081,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09570,Blue Anchor Brook at White Horse Pike,River/Stream,39.688056,-74.834167,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09642Grav,Gravelly Run at Rt 559,River/Stream,39.427134,-74.701847,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09CBT1,Clove Brook Trib near Clove Cemetery,River/Stream,41.24194,-74.62361,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09CBT2,Clove Brook Trib at Clove Cemetery,River/Stream,41.24194,-74.62302,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09WR5,Wallkill River at Station Road,River/Stream,41.0475,-74.62673,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09WR6,Wallkill River at West Mountain Road,River/Stream,41.05394,-74.6219,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA09WR7,Wallkill River Tributary at Brooks Flat Rd,River/Stream,41.07207,-74.6049,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100057,Pohatcong Creek at Buttermilk Bridge Road,River/Stream,40.74531,-75.013251,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100058,Pohatcong Creek at Edison RD,River/Stream,40.715833,-75.071667,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100059,Merrill Creek at Richline Rd/Montana Rd,River/Stream,40.75,-75.085278,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100255D,Green Brook at Union Valley Road,River/Stream,41.15254,-74.358691,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100256,Wanaque River at Back Beach Park (4th Ave),River/Stream,41.036175,-74.284201,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100262,Kanouse Brook off Kanouse Rd,River/Stream,41.047222,-74.429444,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100265,Pequannock River Rt 511,River/Stream,41.003611,-74.334722,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100323,Beaver Brook at Herman Thau Road,River/Stream,40.6675,-74.865278,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100360,Lamington River,River/Stream,40.715142,-74.720245,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100581,SKIT BRANCH at Carranza Rd.,River/Stream,39.785719,-74.658268,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA100614,MORSES MILL STREAM at Riverside Dr.,River/Stream,39.510833,-74.503056,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA10120A,North Run at Fort Dix Street,River/Stream,40.037358,-74.617749,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA110276,Molly Ann Brook in Patterson West Side Park,River/Stream,40.91389,-74.18961,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA11Ppot,Penny Pot Stream at Park off 8th street,River/Stream,39.575746,-74.822201,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA1278520A,Hirschfield Brook off Lake Street,River/Stream,40.94216,-74.01141,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA129,Doctors Creek at Breza Rd,River/Stream,40.177105,-74.598933,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA139,Assiscunk Creek at Island Road Bridge,River/Stream,40.056119,-74.702129,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA145A,Mt. Misery Brook at Rt 70,River/Stream,39.928889,-74.530833,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA146A,McDonalds Branch in Brendan Byrnes SF,River/Stream,39.885069,-74.505274,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA151B,NB Rancocas near Iron Works Park,River/Stream,39.991389,-74.782778,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA156B,South Branch Rancocas Creek Tributary at Ridge Rd,River/Stream,39.921074,-74.719985,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA156C,South Branch Rancocas Creek at Bed Bug Hill Rd,River/Stream,39.919702,-74.706311,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA161A,SB Rancocas Creek at Saw Mill Park,River/Stream,39.936276,-74.751836,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA163B,Barton Run,River/Stream,39.859525,-74.905344,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA163C,Barton Run at Dutch Rd,River/Stream,39.858648,-74.904332,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA166C,Barton Run at Taunton Lake Rd,River/Stream,39.866287,-74.891633,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA2468,Pequest River at Route 46,River/Stream,40.83434,-75.01314,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA2835,Musconetcong River Trib at Point Mount Rd,River/Stream,40.76738,-74.91199,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA404114074260701A,Snyder Ave Brook at Springfield Ave,River/Stream,40.68909,-74.43509,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA419A,Middle Brook East Branch at Vosseller Ave,River/Stream,40.59557,-74.54462,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA4MIB002,Fourmile Branch at Harpoon Dr,River/Stream,39.753966,-74.2641,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAALEX3,Alexauken Creek @ Mt. Airy Harb. Rd,River/Stream,40.396748,-74.90069,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAALLE1,Allendale Brook in Allendale NJ,River/Stream,41.027078,-74.127237,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAALMO01,Almonessing Creek  off Cooper Street (Rt 706),River/Stream,39.818611,-75.096111,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAAMBR1,Ambrose Brook,River/Stream,40.566552,-74.51089,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAAN0594,Indian Cabin Creek at Indian Cabin Rd,River/Stream,39.559022,-74.605947,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAARN01,Arnold Branch at Chatsworth Road,River/Stream,39.64617,-74.5033,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAASSUTRIB1,Assunpink Creek Trib at Roosevelt Woodland Trail,River/Stream,40.21611,-74.47472,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABA98A,Bacons Run behind Fernbrook Farms,River/Stream,40.103581,-74.680795,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABAFF1,Baffin Brook at Chippewa Trail,River/Stream,39.9496472,-74.530101,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABATSTO11,Batsto River,River/Stream,39.648333,-74.506944,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABAYNTRIB01,Bayne Brook Tributary,River/Stream,40.745829,-74.49212,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABC1,Black Creek at Hamburg McAfee Rd,River/Stream,41.17855,-74.53871,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABEAR1,Bear Swamp Brook at Bear Swamp Road/Cannonball Road,River/Stream,41.066618,-74.209204,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABEARBK1,Bear Brook at Rabbit Hill Rd,River/Stream,40.29795,-74.59455,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABEAV004,Beaverdam Creek,River/Stream,40.06588,-74.10574,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABEAV01,Beaver Creek (Oldman's Creek) at Straughn's Mill Rd,River/Stream,39.72392,-75.405981,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABEAV19A,Beaverdam Creek at Hilliards Bridge Rd,River/Stream,39.92293,-74.75395,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABIDW1,Bidwell Creek Trib at Court House South Dennis Rd,River/Stream,39.123212,-74.821493,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABIGT03,Big Timber Creek off of Lakeland Rd,River/Stream,39.786947,-75.064471,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABIGT04,Big Timber Creek off of Little Mill Rd,River/Stream,39.794936,-75.014159,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABIGT05,Big Timber Creek off of Blackwood-Clementon Rd,River/Stream,39.804246,-75.020037,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABIGT07,Big Timber Creek downstream of Blackwood Lake,River/Stream,39.802359,-75.073197,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABLAIR,Blair Creek at Spring Valley Rd,River/Stream,41.006073,-74.94331,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABLUEMB2,Blue Mine Brook at Snake Den Rd,River/Stream,41.06967,-74.32281,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABOUN3,BOUND BROOK AT BELMONT AVE,River/Stream,40.57284,-74.40672,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABOUN4,BOUND BROOK @ NEW YORK ROAD,River/Stream,40.56359,-74.39357,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABURN,"Magee Road, Ringwood",River/Stream,41.08659,-74.30795,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WABURNTRIB1,Burnt Milk Brook Trib near Valley Road,River/Stream,40.98069,-74.49438,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACANT2,Canton Drain Trib at Jericho Rd,River/Stream,39.493714,-75.377068,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACHES1,Chestnut Run off S Main St (CR-672) Woodstown,River/Stream,39.64673,-75.32729,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACHURTRIB1,Church Run at County Rte 614,River/Stream,39.72809,-75.2967,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACLIMATECHNG1,Wanaque River at East Shore Drive,River/Stream,41.16251,-74.3212,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACLON2,Clonmell Creek at Swedesboro Ave,River/Stream,39.81879,-75.25125,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACOHA1,Cohansey River at County Rte 621,River/Stream,39.44583,-75.23556,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACOOP03,Cooper River at Park Blvd,River/Stream,39.908666,-75.025139,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WA-CORN1,Cornwell Run at Cornwell Dr,River/Stream,39.46029,-75.22371,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACRES1,Cresskill Brook off Lincoln Drive,River/Stream,40.94535,-73.96336,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACRESS,Cresse Creek,River/Stream,39.042482,-74.853056,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACROOK2,Crooked Creek Tributary,River/Stream,39.086853,-74.825289,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACROSTRIB1,Crosswicks Trib at Ward Ave,River/Stream,40.15446,-74.65519,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACROWTRIB1,Crows Mill Creek Trib at Dudash Park,River/Stream,40.5276,-74.32078,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WACRYS1,Crystal Creek at Bordentown Hedding Rd,River/Stream,40.11633,-74.72563,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WADEAD1,Dead River at Dead River/ Acken Rd,River/Stream,40.651492,-74.546154,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WADEEP2,Deep Run at Waterworks Road,River/Stream,39.55444,-75.37389,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WADEMA1,Demarest Brook at Evergreen Pl,River/Stream,40.95102,-73.95821,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WADEMA3,Demarest Brook at Demarest Nature Center,River/Stream,40.952625,-73.95404,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WADIASTRIB1,Dias Creek Trib at Indian Trail Rd,River/Stream,39.065402,-74.877545,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WADUCK1,Duck Pond Run at Meadow Rd,River/Stream,40.298199,-74.6496,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAECHO1,Echo Lake Channel at Echo Lake Rd,River/Stream,41.03757,-74.4173,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAEDGE2,Edges Brook at Horizon Center Blvd.,River/Stream,40.199167,-74.640278,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAEDGE3,Edges Brook tributary @ Marketplace Blvd.,River/Stream,40.19581,-74.639042,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFINL1,Finley Run at Harmony Road,River/Stream,39.51411,-75.2889,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFLAT,Big Flat Brook off Flatbrook Rd,River/Stream,41.21168,-74.79815,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFLAT1,Flat Rock Brook at Jones Road,River/Stream,40.878853,-73.969879,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFLBK1,Flat Brook at Walpack Rd,River/Stream,41.18332,-74.8577,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFORE,Forest Avenue Brook at Park Ave,River/Stream,40.67749,-74.44611,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFOXC1,Fox Creek at Sunnyvale Drive,River/Stream,40.52467,-74.51478,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFOXR,Fox Brook at Midvale Mountain Rd,River/Stream,41.061129,-74.22892,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFULL1,Fulling Mill Creek near Cape May Airport,River/Stream,39.01634,-74.91267,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAFURN,Furnace Brook off of Kent Street,River/Stream,40.80306,-74.99576,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAGEHR5,Great Egg Harbor River at E Winslow Williamstown Rd,River/Stream,39.669533,-74.913643,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAGOSH1,Goshen Creek at Bucks Ave,River/Stream,39.12695,-74.85014,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAGREE1,Green Brook at Berkeley Heights,River/Stream,40.667,-74.40379,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAGREENB1,Green Brook in Green Brook Park,River/Stream,40.609394,-74.442623,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAGUNN1,Gunning River at Lower Shore Rd,River/Stream,39.74262,-74.21896,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHACK2,Hackensack River Lincoln Park West,River/Stream,40.727478,-74.096872,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHACKTRIB1,Hackensack River Tributary @ Paris Ave,River/Stream,41.00396,-73.94284,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHAKI2,Hakihokake Creek at Sweet Hollow Road,River/Stream,40.619589,-75.077796,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHAMM1,Hammonton Creek,River/Stream,39.63396,-74.67451,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHammCreTrib,Hammonton Creek Trib @ Amanda Lane,River/Stream,39.643123,-74.737569,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHANN1,Hannabrand Brook at Old Mill Park,River/Stream,40.142524,-74.055013,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHAYE1,Hayes Mill Creek Trib at Gennessee Ave. and White Horse Pike,River/Stream,39.760204,-74.883529,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHEAR1,Heards Brook Trib at Gorham Ave,River/Stream,40.555701,-74.290625,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHEWI1,Hewitt Brook near County Road 511,River/Stream,41.143056,-74.310833,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHILL1,Hillsdale Brook at Beechcrest Dr,River/Stream,41.02766,-74.02016,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHOLD1,Holdrum Brook at Pascack Valley High School,River/Stream,41.008011,-74.029177,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHOLMTRIB1,Holmes Creek Tributary at County Park Rd,River/Stream,39.10339,-74.81017,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAHUSK1,Husky Brook at Byrnes Ln,River/Stream,40.30362,-74.05269,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAINDI1,Indian Cabin Creek Trib. at County Rd. 561,River/Stream,39.565848,-74.674683,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAINDI2,Indian Run at Breza Rd,River/Stream,40.18028,-74.59914,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAIVES1,Ives Branch at Leektown Rd,River/Stream,39.623238,-74.486548,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAJACKBROOK2,Jackson Brook at Hedden Park,River/Stream,40.87729,-74.58032,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAJADE1,Jade Run at Pemberton Road,River/Stream,39.939375,-74.744557,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAJAKE1,Jakes Branch at Brookforest Dr,River/Stream,39.932593,-74.221071,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAKANOUSEB2,Kanouse Brook Tributary at Gould Road,River/Stream,41.087941,-74.415857,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAKETT01,Kettle Creek,River/Stream,40.023006,-74.161741,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALAUR,Laurel Run at Creek Rd,River/Stream,40.02048,-74.92953,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALittA,Little Brook A,River/Stream,40.736954,-74.621721,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALITTBULL1,Little Bull Creek at County Rte 542,River/Stream,39.61692,-74.58842,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALITTSILV1,Little Silver Creek at Branch Ave,River/Stream,40.332236,-74.044902,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALITTSILVI,Little Silver Creek at Branch Ave,River/Stream,40.33224,-74.0449,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALOANa,Loantaka Brook at Kitchell Pond,River/Stream,40.76781,-74.4548,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALOCH1,Lochiel Creek at Barnegat Blvd North,River/Stream,39.77349,-74.21313,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALONG008,Long Swamp Creek at North Bay Ave,River/Stream,39.995166,-74.188633,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALONG1,Long Swamp Creek at Whittier Ave and Washington St,River/Stream,39.952782,-74.165656,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALONG2,Long Swamp Creek at Route 571 Bay Ave,Estuary,39.976776,-74.180458,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALOPA1,Lopatcong Creek at Lock St,River/Stream,40.6902,-75.15838,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WALUBB,Lubbers Run off of Drexel Drive,River/Stream,40.93321,-74.72294,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMANT01,Mantua Creek trib off Wenonah Ave,River/Stream,39.787933,-75.156628,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMANY1,Many Minds Creek at 1st Ave,River/Stream,40.408168,-74.040014,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMAPLERUN2,Maple Run at Birch Grove Park Pond,River/Stream,39.376865,-74.563181,2040302,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMASO1,Mason's Creek @ Route 537,River/Stream,39.980261,-74.856409,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMASO2A,Mason's Creek @ Fennimore Rd. (Upstream),River/Stream,39.949392,-74.845868,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMASO2B,Mason's Creek @ Fennimore Rd. (Downstream),River/Stream,39.949572,-74.845928,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMASO5A,Mason's Creek @ Hainesport Mt Laurel Rd (Upstream),River/Stream,39.960364,-74.860819,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMASO6A,Mason's Creek @ Stacey Haines rd. (Upstream),River/Stream,39.937185,-74.848851,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMASO6B,Mason's Creek @ Stacey Haines Rd. (Downstream),River/Stream,39.937345,-74.848901,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMATT1,Mattix Run at E.Great Creek Rd.,River/Stream,39.472557,-74.501566,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_AMERICORPS-WAMATT2,Mattix Run at S Pitney Rd,River/Stream,39.48417,-74.49028,2040301,34.0,Mid-Atlantic / Chesapeake,02
